Time (Days) ,Brightness (solar luminosities) ,Brightness uncertainty (solar luminosities)
17693.68967 ,                    10.92928722 ,1.4E-4
17693.71518 ,                    10.92910506 ,1.3E-4
17693.74068 ,                    10.92896955 ,1.2E-4
17693.76619 ,                    10.92906069 ,1.2E-4
17693.79170 ,                    10.92909378 ,1.4E-4
17693.81720 ,                    10.92907893 ,1.2E-4
17693.84271 ,                    10.92908820 ,1.2E-4
17693.86822 ,                    10.92918360 ,1.3E-4
17693.89372 ,                    10.92914373 ,1.2E-4
17693.91923 ,                    10.92905255 ,1.2E-4
17693.94474 ,                    10.92893647 ,1.3E-4
17693.97024 ,                    10.92915105 ,1.2E-4
17693.99575 ,                    10.92914735 ,1.2E-4
17694.02126 ,                    10.92915416 ,1.4E-4
17694.04676 ,                    10.92908475 ,1.4E-4
17694.07227 ,                    10.92923409 ,1.3E-4
17694.09778 ,                    10.92934361 ,1.3E-4
17694.12328 ,                    10.92888153 ,1.3E-4
17694.14879 ,                    10.92904946 ,1.3E-4
17694.17430 ,                    10.92912926 ,1.4E-4
17694.19980 ,                    10.92897731 ,1.3E-4
17694.22531 ,                    10.92920048 ,1.3E-4
17694.25082 ,                    10.92901233 ,1.3E-4
17694.27632 ,                    10.92908926 ,1.2E-4
17694.30183 ,                    10.92905494 ,1.2E-4
17694.32734 ,                    10.92932997 ,1.4E-4
17694.35284 ,                    10.92908308 ,1.2E-4
17694.37835 ,                    10.92916751 ,1.4E-4
17694.40386 ,                    10.92912427 ,1.3E-4
17694.42936 ,                    10.92904924 ,1.4E-4
17694.45487 ,                    10.92915272 ,1.2E-4
17694.48038 ,                    10.92896717 ,1.2E-4
17694.50588 ,                    10.92926590 ,1.4E-4
17694.53139 ,                    10.92912037 ,1.4E-4
17694.55690 ,                    10.92919455 ,1.4E-4
17694.58240 ,                    10.92913225 ,1.2E-4
17694.60791 ,                    10.92922023 ,1.2E-4
17694.63342 ,                    10.92884573 ,1.2E-4
17694.65893 ,                    10.92907689 ,1.2E-4
17694.68443 ,                    10.92895860 ,1.4E-4
17694.70994 ,                    10.92917055 ,1.2E-4
17694.73545 ,                    10.92927813 ,1.4E-4
17694.76095 ,                    10.92922429 ,1.3E-4
17694.78646 ,                    10.92884851 ,1.3E-4
17694.81197 ,                    10.92891727 ,1.3E-4
17694.83747 ,                    10.92930723 ,1.3E-4
17694.86298 ,                    10.92904380 ,1.3E-4
17694.88849 ,                    10.92927228 ,1.2E-4
17694.91399 ,                    10.92925792 ,1.3E-4
17694.93950 ,                    10.92929313 ,1.2E-4
17694.96501 ,                    10.92916720 ,1.4E-4
17773.85845 ,                    10.92913418 ,1.2E-4
17847.76146 ,                    10.92899866 ,1.3E-4
17847.78697 ,                    10.92891644 ,1.2E-4
17847.81248 ,                    10.92920211 ,1.4E-4
17847.83798 ,                    10.92914898 ,1.4E-4
17847.86349 ,                    10.92909157 ,1.4E-4
17847.88900 ,                    10.92936049 ,1.4E-4
17847.91450 ,                    10.92926790 ,1.4E-4
17847.94001 ,                    10.92918549 ,1.2E-4
17847.96552 ,                    10.92916723 ,1.4E-4
17847.99102 ,                    10.92914748 ,1.4E-4
17848.01653 ,                    10.92933258 ,1.3E-4
17848.04204 ,                    10.92920880 ,1.3E-4
17848.06754 ,                    10.92934246 ,1.3E-4
17848.09305 ,                    10.92923482 ,1.4E-4
17848.11856 ,                    10.92927372 ,1.2E-4
17848.14406 ,                    10.92902418 ,1.2E-4
17848.16957 ,                    10.92927868 ,1.3E-4
17848.19508 ,                    10.92921618 ,1.4E-4
17848.22058 ,                    10.92893686 ,1.4E-4
17848.24609 ,                    10.92919829 ,1.3E-4
17848.27160 ,                    10.92893505 ,1.2E-4
17848.29710 ,                    10.92913156 ,1.2E-4
17848.32261 ,                    10.92891283 ,1.3E-4
17848.34812 ,                    10.92901859 ,1.4E-4
17848.37362 ,                    10.92913636 ,1.4E-4
17848.39913 ,                    10.92911763 ,1.4E-4
17848.42464 ,                    10.92922921 ,1.2E-4
17848.45014 ,                    10.92902901 ,1.4E-4
17848.47565 ,                    10.92916579 ,1.2E-4
17848.50116 ,                    10.92894806 ,1.3E-4
17848.52666 ,                    10.92929812 ,1.4E-4
17848.55217 ,                    10.92920286 ,1.3E-4
17848.57768 ,                    10.92926849 ,1.3E-4
17848.60318 ,                    10.92912754 ,1.3E-4
17848.62869 ,                    10.92906078 ,1.3E-4
17848.65420 ,                    10.92902269 ,1.2E-4
17848.67970 ,                    10.92889324 ,1.3E-4
17848.70521 ,                    10.92916545 ,1.4E-4
17848.73072 ,                    10.92924341 ,1.3E-4
17848.75622 ,                    10.92915553 ,1.3E-4
17848.78173 ,                    10.92894236 ,1.4E-4
17848.80724 ,                    10.92897169 ,1.3E-4
17848.83274 ,                    10.92903107 ,1.2E-4
17848.85825 ,                    10.92917121 ,1.3E-4
17848.88376 ,                    10.92900383 ,1.3E-4
17848.90926 ,                    10.92924000 ,1.4E-4
17848.93477 ,                    10.92893885 ,1.3E-4
17848.96028 ,                    10.92916765 ,1.2E-4
17848.98578 ,                    10.92901355 ,1.2E-4
17849.01129 ,                    10.92902007 ,1.4E-4
17849.03680 ,                    10.92928562 ,1.2E-4
17849.06231 ,                    10.92904233 ,1.4E-4
17849.08781 ,                    10.92918346 ,1.4E-4
17849.11332 ,                    10.92902882 ,1.2E-4
17849.13883 ,                    10.92924465 ,1.2E-4
17849.16433 ,                    10.92906506 ,1.4E-4
17849.18984 ,                    10.92925738 ,1.4E-4
17849.21535 ,                    10.92910246 ,1.3E-4
17849.24085 ,                    10.92921397 ,1.4E-4
17849.26636 ,                    10.92907007 ,1.2E-4
17849.29187 ,                    10.92907522 ,1.2E-4
17849.31737 ,                    10.92924237 ,1.2E-4
17849.34288 ,                    10.92926464 ,1.4E-4
17849.36839 ,                    10.92909304 ,1.4E-4
17849.39389 ,                    10.92909338 ,1.4E-4
17849.41940 ,                    10.92897968 ,1.4E-4
17849.44491 ,                    10.92911471 ,1.4E-4
17849.47041 ,                    10.92914820 ,1.4E-4
17849.49592 ,                    10.92941946 ,1.4E-4
17849.52143 ,                    10.92921658 ,1.3E-4
17849.54693 ,                    10.92942339 ,1.4E-4
17849.57244 ,                    10.92891703 ,1.3E-4
17849.59795 ,                    10.92894511 ,1.3E-4
17849.62345 ,                    10.92904083 ,1.4E-4
17849.64896 ,                    10.92908513 ,1.3E-4
17849.67447 ,                    10.92903513 ,1.3E-4
17849.69997 ,                    10.92905773 ,1.2E-4
17849.72548 ,                    10.92914547 ,1.3E-4
17849.75099 ,                    10.92932825 ,1.3E-4
17849.77649 ,                    10.92906451 ,1.3E-4
17849.80200 ,                    10.92919643 ,1.3E-4
17849.82751 ,                    10.92895704 ,1.3E-4
17849.85301 ,                    10.92908164 ,1.3E-4
17849.87852 ,                    10.92913777 ,1.3E-4
17849.90403 ,                    10.92901991 ,1.3E-4
17849.92953 ,                    10.92934618 ,1.2E-4
17849.95504 ,                    10.92894080 ,1.2E-4
17849.98055 ,                    10.92916142 ,1.4E-4
17850.00605 ,                    10.92922145 ,1.3E-4
17850.03156 ,                    10.92892755 ,1.3E-4
17850.05707 ,                    10.92913636 ,1.4E-4
17850.08257 ,                    10.92924186 ,1.2E-4
17850.10808 ,                    10.92926248 ,1.3E-4
17850.13359 ,                    10.92906920 ,1.4E-4
17850.15909 ,                    10.92928311 ,1.4E-4
17850.18460 ,                    10.92911740 ,1.4E-4
17850.21011 ,                    10.92906424 ,1.4E-4
17850.23561 ,                    10.92902474 ,1.3E-4
17850.26112 ,                    10.92909248 ,1.4E-4
17850.28663 ,                    10.92913746 ,1.4E-4
17850.31213 ,                    10.92926660 ,1.2E-4
17850.33764 ,                    10.92916970 ,1.2E-4
17850.36315 ,                    10.92916983 ,1.4E-4
17850.38865 ,                    10.92882825 ,1.3E-4
17850.41416 ,                    10.92916395 ,1.3E-4
17850.43967 ,                    10.92914563 ,1.2E-4
17850.46517 ,                    10.92921941 ,1.4E-4
17850.49068 ,                    10.92905489 ,1.3E-4
17850.51619 ,                    10.92896091 ,1.4E-4
17850.54170 ,                    10.92914493 ,1.2E-4
17850.56720 ,                    10.92928090 ,1.2E-4
17850.59271 ,                    10.92922127 ,1.3E-4
17850.61822 ,                    10.92920812 ,1.4E-4
17850.64372 ,                    10.92919239 ,1.3E-4
17850.66923 ,                    10.92918948 ,1.2E-4
17850.69474 ,                    10.92918841 ,1.3E-4
17850.72024 ,                    10.92899704 ,1.3E-4
17850.74575 ,                    10.92938569 ,1.2E-4
17850.77126 ,                    10.92919633 ,1.3E-4
17850.79676 ,                    10.92892220 ,1.4E-4
17998.84400 ,                    10.92899553 ,1.2E-4
18223.82955 ,                    10.92912505 ,1.2E-4
18448.81510 ,                    10.92924685 ,1.4E-4
18673.80065 ,                    10.92910250 ,1.3E-4
18737.57832 ,                    10.92286362 ,1.3E-4
18737.59223 ,                    10.92247812 ,1.3E-4
18737.60614 ,                    10.92227315 ,1.3E-4
18737.62005 ,                    10.92205616 ,1.2E-4
18737.63396 ,                    10.92177560 ,1.4E-4
18737.64787 ,                    10.92159409 ,1.3E-4
18737.66178 ,                    10.92125858 ,1.2E-4
18737.67569 ,                    10.92094713 ,1.3E-4
18737.68960 ,                    10.92097491 ,1.3E-4
18737.70351 ,                    10.92076121 ,1.4E-4
18737.71743 ,                    10.92062759 ,1.4E-4
18737.73134 ,                    10.92057509 ,1.3E-4
18737.74525 ,                    10.92033162 ,1.4E-4
18737.75916 ,                    10.91997974 ,1.4E-4
18737.77307 ,                    10.92002060 ,1.4E-4
18737.78698 ,                    10.92027227 ,1.4E-4
18737.80089 ,                    10.91972824 ,1.2E-4
18737.81480 ,                    10.91980225 ,1.4E-4
18737.82871 ,                    10.91970850 ,1.2E-4
18737.84262 ,                    10.91957918 ,1.4E-4
18737.85653 ,                    10.91934963 ,1.2E-4
18737.87044 ,                    10.91952160 ,1.2E-4
18737.88435 ,                    10.91938893 ,1.4E-4
18737.89826 ,                    10.91938550 ,1.4E-4
18737.91217 ,                    10.91941482 ,1.3E-4
18737.92609 ,                    10.91909615 ,1.3E-4
18737.94000 ,                    10.91916838 ,1.3E-4
18737.95391 ,                    10.91915237 ,1.2E-4
18737.96782 ,                    10.91888571 ,1.3E-4
18737.98173 ,                    10.91918950 ,1.4E-4
18737.99564 ,                    10.91905841 ,1.4E-4
18738.00955 ,                    10.91885482 ,1.2E-4
18738.02346 ,                    10.91883379 ,1.3E-4
18738.03737 ,                    10.91865557 ,1.3E-4
18738.05128 ,                    10.91877586 ,1.3E-4
18738.06519 ,                    10.91869425 ,1.3E-4
18738.07910 ,                    10.91862488 ,1.3E-4
18738.09301 ,                    10.91857016 ,1.3E-4
18738.10692 ,                    10.91855107 ,1.3E-4
18738.12083 ,                    10.91877660 ,1.4E-4
18738.13475 ,                    10.91846056 ,1.3E-4
18738.14866 ,                    10.91848232 ,1.2E-4
18738.16257 ,                    10.91850065 ,1.2E-4
18738.17648 ,                    10.91854276 ,1.3E-4
18738.19039 ,                    10.91844967 ,1.4E-4
18738.20430 ,                    10.91852097 ,1.2E-4
18738.21821 ,                    10.91847411 ,1.4E-4
18738.23212 ,                    10.91847418 ,1.3E-4
18738.24603 ,                    10.91842673 ,1.4E-4
18738.25994 ,                    10.91853108 ,1.4E-4
18738.27385 ,                    10.91826389 ,1.3E-4
18738.28776 ,                    10.91817214 ,1.3E-4
18738.30167 ,                    10.91823587 ,1.3E-4
18738.31558 ,                    10.91848943 ,1.2E-4
18738.32949 ,                    10.91834141 ,1.3E-4
18738.34341 ,                    10.91825138 ,1.4E-4
18738.35732 ,                    10.91817959 ,1.4E-4
18738.37123 ,                    10.91804326 ,1.2E-4
18738.38514 ,                    10.91831393 ,1.4E-4
18738.39905 ,                    10.91851948 ,1.4E-4
18738.41296 ,                    10.91848561 ,1.2E-4
18738.42687 ,                    10.91829642 ,1.2E-4
18738.44078 ,                    10.91807291 ,1.3E-4
18738.45469 ,                    10.91803386 ,1.4E-4
18738.46860 ,                    10.91836503 ,1.3E-4
18738.48251 ,                    10.91830240 ,1.3E-4
18738.49642 ,                    10.91824670 ,1.3E-4
18738.51033 ,                    10.91837406 ,1.2E-4
18738.52424 ,                    10.91837157 ,1.2E-4
18738.53815 ,                    10.91861840 ,1.4E-4
18738.55207 ,                    10.91828730 ,1.4E-4
18738.56598 ,                    10.91815942 ,1.3E-4
18738.57989 ,                    10.91824925 ,1.3E-4
18738.59380 ,                    10.91838028 ,1.2E-4
18738.60771 ,                    10.91865034 ,1.3E-4
18738.62162 ,                    10.91842991 ,1.4E-4
18738.63553 ,                    10.91867219 ,1.2E-4
18738.64944 ,                    10.91840709 ,1.3E-4
18738.66335 ,                    10.91851140 ,1.2E-4
18738.67726 ,                    10.91835538 ,1.3E-4
18898.78620 ,                    10.92901531 ,1.2E-4
19123.77175 ,                    10.92917829 ,1.4E-4
19162.82482 ,                    10.92904775 ,1.2E-4
19162.85033 ,                    10.92896133 ,1.2E-4
19162.87584 ,                    10.92906889 ,1.3E-4
19162.90134 ,                    10.92903009 ,1.3E-4
19162.92685 ,                    10.92901168 ,1.3E-4
19162.95236 ,                    10.92916103 ,1.4E-4
19162.97786 ,                    10.92920048 ,1.2E-4
19163.00337 ,                    10.92920327 ,1.3E-4
19163.02888 ,                    10.92922081 ,1.4E-4
19163.05438 ,                    10.92905247 ,1.3E-4
19163.07989 ,                    10.92913631 ,1.3E-4
19163.10540 ,                    10.92912377 ,1.4E-4
19163.13090 ,                    10.92923521 ,1.4E-4
19163.15641 ,                    10.92919629 ,1.3E-4
19163.18192 ,                    10.92922673 ,1.4E-4
19163.20743 ,                    10.92915949 ,1.4E-4
19163.23293 ,                    10.92890797 ,1.4E-4
19163.25844 ,                    10.92897486 ,1.4E-4
19163.28395 ,                    10.92926484 ,1.4E-4
19163.30945 ,                    10.92935149 ,1.2E-4
19163.33496 ,                    10.92908822 ,1.2E-4
19163.36047 ,                    10.92906415 ,1.3E-4
19163.38597 ,                    10.92904591 ,1.3E-4
19163.41148 ,                    10.92909276 ,1.2E-4
19163.43699 ,                    10.92929541 ,1.3E-4
19163.46249 ,                    10.92924551 ,1.3E-4
19163.48800 ,                    10.92914713 ,1.4E-4
19163.51351 ,                    10.92901215 ,1.2E-4
19163.53901 ,                    10.92922374 ,1.4E-4
19163.56452 ,                    10.92902358 ,1.2E-4
19163.59003 ,                    10.92917502 ,1.2E-4
19163.61553 ,                    10.92892744 ,1.4E-4
19163.64104 ,                    10.92932346 ,1.3E-4
19163.66655 ,                    10.92919847 ,1.2E-4
19163.69205 ,                    10.92918597 ,1.4E-4
19163.71756 ,                    10.92924229 ,1.2E-4
19163.74307 ,                    10.92908703 ,1.4E-4
19163.76857 ,                    10.92892207 ,1.2E-4
19163.79408 ,                    10.92936675 ,1.4E-4
19163.81959 ,                    10.92917859 ,1.2E-4
19163.84509 ,                    10.92914023 ,1.2E-4
19163.87060 ,                    10.92915026 ,1.2E-4
19163.89611 ,                    10.92907149 ,1.4E-4
19163.92161 ,                    10.92913320 ,1.4E-4
19163.94712 ,                    10.92920722 ,1.4E-4
19163.97263 ,                    10.92928868 ,1.3E-4
19163.99813 ,                    10.92932295 ,1.4E-4
19164.02364 ,                    10.92917726 ,1.3E-4
19164.04915 ,                    10.92929726 ,1.3E-4
19164.07465 ,                    10.92916392 ,1.3E-4
19164.10016 ,                    10.92908386 ,1.3E-4
19164.12567 ,                    10.92911571 ,1.3E-4
19164.15117 ,                    10.92903019 ,1.4E-4
19164.17668 ,                    10.92916800 ,1.3E-4
19164.20219 ,                    10.92921234 ,1.4E-4
19164.22769 ,                    10.92908787 ,1.2E-4
19164.25320 ,                    10.92910445 ,1.2E-4
19164.27871 ,                    10.92910827 ,1.2E-4
19164.30421 ,                    10.92908426 ,1.4E-4
19164.32972 ,                    10.92913060 ,1.3E-4
19164.35523 ,                    10.92923921 ,1.4E-4
19164.38073 ,                    10.92906121 ,1.3E-4
19164.40624 ,                    10.92919577 ,1.3E-4
19164.43175 ,                    10.92912342 ,1.3E-4
19164.45725 ,                    10.92915398 ,1.3E-4
19164.48276 ,                    10.92928838 ,1.3E-4
19164.50827 ,                    10.92912954 ,1.4E-4
19164.53377 ,                    10.92902946 ,1.4E-4
19164.55928 ,                    10.92914791 ,1.3E-4
19164.58479 ,                    10.92902802 ,1.2E-4
19164.61029 ,                    10.92932393 ,1.4E-4
19164.63580 ,                    10.92921372 ,1.4E-4
19164.66131 ,                    10.92925939 ,1.3E-4
19164.68682 ,                    10.92912144 ,1.3E-4
19164.71232 ,                    10.92917294 ,1.3E-4
19164.73783 ,                    10.92911731 ,1.3E-4
19164.76334 ,                    10.92922249 ,1.3E-4
19164.78884 ,                    10.92932566 ,1.4E-4
19164.81435 ,                    10.92924137 ,1.2E-4
19164.83986 ,                    10.92933678 ,1.2E-4
19164.86536 ,                    10.92893549 ,1.3E-4
19164.89087 ,                    10.92917966 ,1.2E-4
19164.91638 ,                    10.92914675 ,1.3E-4
19164.94188 ,                    10.92900413 ,1.4E-4
19164.96739 ,                    10.92926134 ,1.4E-4
19164.99290 ,                    10.92918852 ,1.3E-4
19165.01840 ,                    10.92915368 ,1.2E-4
19165.04391 ,                    10.92937624 ,1.2E-4
19165.06942 ,                    10.92918646 ,1.4E-4
19165.09492 ,                    10.92911466 ,1.3E-4
19165.12043 ,                    10.92916164 ,1.2E-4
19165.14594 ,                    10.92912702 ,1.3E-4
19165.17144 ,                    10.92916732 ,1.3E-4
19165.19695 ,                    10.92923690 ,1.4E-4
19165.22246 ,                    10.92898692 ,1.4E-4
19165.24796 ,                    10.92915300 ,1.3E-4
19165.27347 ,                    10.92907231 ,1.3E-4
19165.29898 ,                    10.92915673 ,1.2E-4
19165.32448 ,                    10.92890963 ,1.2E-4
19165.34999 ,                    10.92889793 ,1.2E-4
19165.37550 ,                    10.92900730 ,1.3E-4
19165.40100 ,                    10.92911605 ,1.3E-4
19165.42651 ,                    10.92911803 ,1.4E-4
19165.45202 ,                    10.92907769 ,1.3E-4
19165.47752 ,                    10.92915754 ,1.4E-4
19165.50303 ,                    10.92891670 ,1.3E-4
19165.52854 ,                    10.92904948 ,1.3E-4
19165.55404 ,                    10.92918498 ,1.4E-4
19165.57955 ,                    10.92910697 ,1.2E-4
19165.60506 ,                    10.92903729 ,1.4E-4
19165.63056 ,                    10.92905543 ,1.2E-4
19165.65607 ,                    10.92905601 ,1.4E-4
19165.68158 ,                    10.92907096 ,1.4E-4
19165.70708 ,                    10.92917071 ,1.4E-4
19165.73259 ,                    10.92895871 ,1.3E-4
19165.75810 ,                    10.92898911 ,1.4E-4
19165.78360 ,                    10.92929586 ,1.2E-4
19165.80911 ,                    10.92924548 ,1.2E-4
19165.83462 ,                    10.92908475 ,1.3E-4
19165.86012 ,                    10.92923977 ,1.2E-4
19348.75730 ,                    10.92899033 ,1.4E-4
19573.74285 ,                    10.92910263 ,1.4E-4
19798.72840 ,                    10.92954783 ,1.2E-4
20023.71395 ,                    10.92922081 ,1.4E-4
20094.08594 ,                    10.92916348 ,1.4E-4
20094.11144 ,                    10.92912899 ,1.4E-4
20094.13695 ,                    10.92903693 ,1.3E-4
20094.16246 ,                    10.92912944 ,1.2E-4
20094.18796 ,                    10.92905601 ,1.4E-4
20094.21347 ,                    10.92920469 ,1.2E-4
20094.23898 ,                    10.92898028 ,1.3E-4
20094.26449 ,                    10.92924537 ,1.4E-4
20094.28999 ,                    10.92909583 ,1.2E-4
20094.31550 ,                    10.92918666 ,1.4E-4
20094.34101 ,                    10.92915073 ,1.4E-4
20094.36651 ,                    10.92917755 ,1.3E-4
20094.39202 ,                    10.92928984 ,1.4E-4
20094.41753 ,                    10.92901091 ,1.2E-4
20094.44303 ,                    10.92916220 ,1.4E-4
20094.46854 ,                    10.92904843 ,1.3E-4
20094.49405 ,                    10.92917989 ,1.3E-4
20094.51955 ,                    10.92904524 ,1.3E-4
20094.54506 ,                    10.92915779 ,1.2E-4
20094.57057 ,                    10.92921265 ,1.2E-4
20094.59607 ,                    10.92916940 ,1.2E-4
20094.62158 ,                    10.92914407 ,1.4E-4
20094.64709 ,                    10.92898586 ,1.3E-4
20094.67259 ,                    10.92920008 ,1.4E-4
20094.69810 ,                    10.92901654 ,1.2E-4
20094.72361 ,                    10.92903638 ,1.3E-4
20094.74911 ,                    10.92925443 ,1.4E-4
20094.77462 ,                    10.92922176 ,1.2E-4
20094.80013 ,                    10.92894220 ,1.2E-4
20094.82563 ,                    10.92910168 ,1.3E-4
20094.85114 ,                    10.92926209 ,1.3E-4
20094.87665 ,                    10.92916469 ,1.4E-4
20094.90215 ,                    10.92911040 ,1.2E-4
20094.92766 ,                    10.92912593 ,1.4E-4
20094.95317 ,                    10.92914233 ,1.3E-4
20094.97867 ,                    10.92904763 ,1.4E-4
20095.00418 ,                    10.92910798 ,1.2E-4
20095.02969 ,                    10.92921683 ,1.3E-4
20095.05519 ,                    10.92893090 ,1.2E-4
20095.08070 ,                    10.92911918 ,1.4E-4
20095.10621 ,                    10.92913034 ,1.4E-4
20095.13171 ,                    10.92911431 ,1.3E-4
20095.15722 ,                    10.92888724 ,1.2E-4
20095.18273 ,                    10.92895218 ,1.3E-4
20095.20823 ,                    10.92903103 ,1.4E-4
20095.23374 ,                    10.92917809 ,1.3E-4
20095.25925 ,                    10.92898761 ,1.2E-4
20095.28475 ,                    10.92909681 ,1.3E-4
20095.31026 ,                    10.92908862 ,1.3E-4
20095.33577 ,                    10.92911391 ,1.3E-4
20095.36127 ,                    10.92908195 ,1.4E-4
20095.38678 ,                    10.92905361 ,1.4E-4
20095.41229 ,                    10.92902252 ,1.3E-4
20095.43779 ,                    10.92902854 ,1.4E-4
20095.46330 ,                    10.92918205 ,1.3E-4
20095.48881 ,                    10.92910872 ,1.2E-4
20095.51431 ,                    10.92916993 ,1.4E-4
20095.53982 ,                    10.92900159 ,1.2E-4
20095.56533 ,                    10.92901599 ,1.2E-4
20095.59083 ,                    10.92901735 ,1.4E-4
20095.61634 ,                    10.92918617 ,1.3E-4
20095.64185 ,                    10.92900616 ,1.2E-4
20095.66735 ,                    10.92926538 ,1.4E-4
20095.69286 ,                    10.92891945 ,1.2E-4
20095.71837 ,                    10.92893651 ,1.2E-4
20095.74388 ,                    10.92916424 ,1.4E-4
20095.76938 ,                    10.92930537 ,1.4E-4
20095.79489 ,                    10.92903212 ,1.2E-4
20095.82040 ,                    10.92909827 ,1.3E-4
20095.84590 ,                    10.92901292 ,1.3E-4
20095.87141 ,                    10.92917177 ,1.4E-4
20095.89692 ,                    10.92923649 ,1.4E-4
20095.92242 ,                    10.92908399 ,1.3E-4
20095.94793 ,                    10.92917297 ,1.2E-4
20095.97344 ,                    10.92899051 ,1.4E-4
20095.99894 ,                    10.92915617 ,1.3E-4
20096.02445 ,                    10.92926500 ,1.3E-4
20096.04996 ,                    10.92898069 ,1.4E-4
20096.07546 ,                    10.92925143 ,1.4E-4
20096.10097 ,                    10.92897663 ,1.4E-4
20096.12648 ,                    10.92919727 ,1.3E-4
20096.15198 ,                    10.92905908 ,1.4E-4
20096.17749 ,                    10.92929464 ,1.3E-4
20096.20300 ,                    10.92910428 ,1.3E-4
20096.22850 ,                    10.92909598 ,1.3E-4
20096.25401 ,                    10.92909465 ,1.4E-4
20096.27952 ,                    10.92908535 ,1.2E-4
20096.30502 ,                    10.92889108 ,1.4E-4
20096.33053 ,                    10.92933884 ,1.4E-4
20096.35604 ,                    10.92903295 ,1.3E-4
20096.38154 ,                    10.92920628 ,1.2E-4
20096.40705 ,                    10.92917358 ,1.3E-4
20096.43256 ,                    10.92915573 ,1.2E-4
20096.45806 ,                    10.92918611 ,1.4E-4
20096.48357 ,                    10.92907373 ,1.2E-4
20096.50908 ,                    10.92901551 ,1.3E-4
20096.53458 ,                    10.92902189 ,1.2E-4
20096.56009 ,                    10.92917793 ,1.4E-4
20096.58560 ,                    10.92908003 ,1.4E-4
20096.61110 ,                    10.92899054 ,1.3E-4
20096.63661 ,                    10.92906902 ,1.3E-4
20096.66212 ,                    10.92913767 ,1.3E-4
20096.68762 ,                    10.92913286 ,1.2E-4
20096.71313 ,                    10.92904910 ,1.2E-4
20096.73864 ,                    10.92928112 ,1.4E-4
20096.76414 ,                    10.92892714 ,1.2E-4
20096.78965 ,                    10.92899406 ,1.3E-4
20096.81516 ,                    10.92909336 ,1.3E-4
20096.84066 ,                    10.92903117 ,1.3E-4
20096.86617 ,                    10.92896552 ,1.3E-4
20096.89168 ,                    10.92923973 ,1.2E-4
20096.91718 ,                    10.92907795 ,1.2E-4
20096.94269 ,                    10.92932851 ,1.3E-4
20096.96820 ,                    10.92916493 ,1.3E-4
20096.99370 ,                    10.92908827 ,1.2E-4
20097.01921 ,                    10.92908737 ,1.2E-4
20097.04472 ,                    10.92923911 ,1.4E-4
20097.07022 ,                    10.92916479 ,1.3E-4
20097.09573 ,                    10.92922427 ,1.3E-4
20097.12124 ,                    10.92900901 ,1.3E-4
20248.69950 ,                    10.92898682 ,1.3E-4
20473.68505 ,                    10.92880284 ,1.3E-4
20698.67060 ,                    10.92898600 ,1.4E-4
20923.65615 ,                    10.92930359 ,1.4E-4
21148.64170 ,                    10.92928773 ,1.2E-4
21373.62725 ,                    10.92913475 ,1.2E-4
21598.61280 ,                    10.92896296 ,1.4E-4
21823.59835 ,                    10.92912161 ,1.2E-4
22048.58390 ,                    10.92915427 ,1.4E-4
22123.73431 ,                    10.92886846 ,1.3E-4
22123.78554 ,                    10.92898918 ,1.2E-4
22123.83677 ,                    10.92904321 ,1.4E-4
22123.88799 ,                    10.92887803 ,1.2E-4
22123.93922 ,                    10.92880857 ,1.4E-4
22123.99045 ,                    10.92894653 ,1.2E-4
22124.04168 ,                    10.92916234 ,1.2E-4
22124.09291 ,                    10.92887989 ,1.2E-4
22124.14414 ,                    10.92884220 ,1.3E-4
22124.19537 ,                    10.92898103 ,1.3E-4
22124.24660 ,                    10.92903963 ,1.4E-4
22124.29782 ,                    10.92915890 ,1.3E-4
22124.34905 ,                    10.92897945 ,1.4E-4
22124.40028 ,                    10.92911870 ,1.4E-4
22124.45151 ,                    10.92887729 ,1.4E-4
22124.50274 ,                    10.92908757 ,1.2E-4
22124.55397 ,                    10.92901196 ,1.4E-4
22124.60520 ,                    10.92896809 ,1.3E-4
22124.65643 ,                    10.92911254 ,1.2E-4
22124.70765 ,                    10.92896484 ,1.4E-4
22124.75888 ,                    10.92920406 ,1.4E-4
22124.81011 ,                    10.92899359 ,1.2E-4
22124.86134 ,                    10.92927708 ,1.2E-4
22124.91257 ,                    10.92914436 ,1.3E-4
22124.96380 ,                    10.92892283 ,1.4E-4
22125.01503 ,                    10.92896712 ,1.4E-4
22125.06625 ,                    10.92902834 ,1.3E-4
22125.11748 ,                    10.92915817 ,1.3E-4
22125.16871 ,                    10.92922617 ,1.3E-4
22125.21994 ,                    10.92897624 ,1.2E-4
22125.27117 ,                    10.92904820 ,1.4E-4
22125.32240 ,                    10.92917525 ,1.2E-4
22125.37363 ,                    10.92897709 ,1.3E-4
22125.42486 ,                    10.92891502 ,1.2E-4
22125.47608 ,                    10.92896046 ,1.4E-4
22125.52731 ,                    10.92905557 ,1.2E-4
22125.57854 ,                    10.92906934 ,1.3E-4
22125.62977 ,                    10.92912839 ,1.2E-4
22125.68100 ,                    10.92911204 ,1.4E-4
22125.73223 ,                    10.92912471 ,1.4E-4
22125.78346 ,                    10.92898412 ,1.3E-4
22125.83469 ,                    10.92918336 ,1.4E-4
22125.88591 ,                    10.92902321 ,1.3E-4
22125.93714 ,                    10.92923195 ,1.4E-4
22125.98837 ,                    10.92906122 ,1.4E-4
22126.03960 ,                    10.92917688 ,1.4E-4
22126.09083 ,                    10.92920642 ,1.4E-4
